Name,Location,Ranking,ProgramDetails,TuitionFees
University of Gießen,Gießen,Not in top rankings,Master in Psychology,"Bachelor's degree, GPA of 2.7 or higher, IELTS 6.5",€750 per semester,GPA 2.7 or higher,6.5
University of Gießen,Gießen,Not in top rankings,PhD in Biology,"Master's degree, GPA of 3.0 or higher, IELTS 7.0",€300 per semester,GPA 3.0 or higher,7.0
University of Bremen,Bremen,Not in top rankings,Bachelor in International Relations,"High school diploma, GPA of 2.7 or higher, IELTS 6.0",€550 per semester,GPA 2.7 or higher,6.0
University of Bremen,Bremen,Not in top rankings,Master in Public Health,"Bachelor's degree, GPA of 3.0 or higher, IELTS 6.5",€700 per semester,GPA 3.0 or higher,6.5
University of Bremen,Bremen,Not in top rankings,PhD in Sociology,"Master's degree, GPA of 3.2 or higher, IELTS 7.0",€350 per semester,GPA 3.2 or higher,7.0
Hochschule für Musik und Theater Feliciana,Feliciana,Not in top rankings,Bachelor of Music Performance,Applicants must have a high school diploma or equivalent. A musical aptitude test is required. IELTS 6.0,"€1,500 per semester",High school diploma with good grades,6.0
Hochschule für Musik und Theater Feliciana,Feliciana,Not in top rankings,Master of Theatre Arts,Bachelor's degree in relevant field. Audition required. IELTS 6.5,"€2,000 per semester",Bachelor's degree with good grades,6.5
Hochschule für Musik und Theater Feliciana,Feliciana,Not in top rankings,Diploma in Opera Studies,Previous music education. Audition required. IELTS 6.0,"€1,200 per semester",Relevant music education,6.0
Hochschule für Agrarwissenschaften und Umweltmanagement Schwarzwald,Schwarzwald,Not in top rankings,Bachelor of Agricultural Sciences,"High school diploma, specific interest in agriculture. IELTS 6.0","€1,800 per semester",High school diploma with good grades,6.0
Hochschule für Agrarwissenschaften und Umweltmanagement Schwarzwald,Schwarzwald,Not in top rankings,Master of Environmental Management,Bachelor's degree in related field. Statement of purpose. IELTS 6.5,"€2,200 per semester",Bachelor's degree with good grades,6.5
Hochschule für Agrarwissenschaften und Umweltmanagement Schwarzwald,Schwarzwald,Not in top rankings,Diploma in Sustainable Agriculture,Previous coursework in agriculture. Letter of recommendation. IELTS 6.0,"€1,300 per semester",Relevant coursework in agriculture,6.0
Hochschule für Wirtschaft und Technologie Schwarzwald,Schwarzwald,Not in top rankings,Bachelor of Business Administration,High school diploma. Letter of motivation. IELTS 6.0,"€1,600 per semester",High school diploma with good grades,6.0
Hochschule für Wirtschaft und Technologie Schwarzwald,Schwarzwald,Not in top rankings,Master of Technology Management,Bachelor's degree in related field. Work experience. IELTS 6.5,"€2,100 per semester",Bachelor's degree with good grades,6.5
Hochschule für Wirtschaft und Technologie Schwarzwald,Schwarzwald,Not in top rankings,Diploma in Entrepreneurship,Interest in business. Business plan submission. IELTS 6.0,"€1,400 per semester",Relevant business interest,6.0
Hochschule für Nachhaltige Entwicklung Eberswalde,Eberswalde,Not in top rankings,Environmental Management,"High school diploma, GPA 2.5, IELTS 6.0","€1,000 per semester",GPA 2.5,6.0
Hochschule für Nachhaltige Entwicklung Eberswalde,Eberswalde,Not in top rankings,Sustainable Tourism,"High school diploma, GPA 2.7, IELTS 6.5","€1,200 per semester",GPA 2.7,6.5
Hochschule für Nachhaltige Entwicklung Eberswalde,Eberswalde,Not in top rankings,Renewable Energy Systems,"High school diploma, GPA 2.8, IELTS 6.5","€1,300 per semester",GPA 2.8,6.5
Hochschule Koblenz,Koblenz,Not in top rankings,Bachelor in Business Administration,"High school diploma, minimum GPA of 2.5, IELTS 6.0","€1,500 per semester",2.5 GPA,6.0
Hochschule Koblenz,Koblenz,Not in top rankings,Master in Computer Science,"Bachelor's degree in related field, minimum GPA of 3.0, IELTS 6.5","€1,800 per semester",3.0 GPA,6.5
Hochschule Koblenz,Koblenz,Not in top rankings,Bachelor in Mechanical Engineering,"High school diploma, minimum GPA of 2.8, IELTS 6.5","€1,600 per semester",2.8 GPA,6.5
Hochschule Koblenz,Koblenz,Not in top rankings,Master in Renewable Energy Systems,"Bachelor's degree in related field, minimum GPA of 3.2, IELTS 6.5","€2,000 per semester",3.2 GPA,6.5
Hochschule Koblenz,Koblenz,Not in top rankings,Bachelor in Tourism Management,"High school diploma, minimum GPA of 2.7, IELTS 6.0","€1,400 per semester",2.7 GPA,6.0
University of Tübingen,Tübingen,Not in the top rankings,Bachelor in Biology,"High school diploma, good grades in science subjects, IELTS 6.0","€1,500 per semester",Minimum 2.0 GPA,6.0
University of Tübingen,Tübingen,Not in the top rankings,Master in Philosophy,"Bachelor's degree in related field, IELTS 6.5","€1,000 per semester",Minimum 2.5 GPA,6.5
University of Paderborn,Paderborn,Not in the top rankings,Bachelor in Computer Science,"High school diploma, good grades in math, IELTS 6.5","€1,000 per semester",Minimum 2.5 GPA,6.5
University of Paderborn,Paderborn,Not in the top rankings,Master in Mechanical Engineering,"Bachelor's degree in engineering, IELTS 6.0","€1,200 per semester",Minimum 2.7 GPA,6.0
Technische Hochschule Nürnberg,Nuremberg,Not in top rankings,Computer Science,"High school diploma, GPA of 2.5 or higher, IELTS 6.0","€1,500 per semester",GPA 2.5 or higher,6.0
Technische Hochschule Nürnberg,Nuremberg,Not in top rankings,Mechanical Engineering,"High school diploma, GPA of 2.8 or higher, IELTS 6.5","€1,800 per semester",GPA 2.8 or higher,6.5
Rhine-Waal University of Applied Sciences,Kleve and Kamp-Lintfort,Not in top rankings,International Business,"High school diploma, German language proficiency, IELTS 6.0","€7,200 per year",Minimum GPA 2.5,6.0
Rhine-Waal University of Applied Sciences,Kleve and Kamp-Lintfort,Not in top rankings,Sustainable Agriculture,"High school diploma, German language proficiency, IELTS 6.5","€7,200 per year",Minimum GPA 2.5,6.5
University of Applied Sciences Eberswalde,Eberswalde,Not in top rankings,Sustainable Tourism Management,"Bachelor's degree, German language proficiency, IELTS 6.5","€5,000 per year",Minimum GPA 2.7,6.5
University of Applied Sciences Eberswalde,Eberswalde,Not in top rankings,Organic Agriculture and Food Systems,"Bachelor's degree, German language proficiency, IELTS 6.0","€5,000 per year",Minimum GPA 2.7,6.0
Technische Hochschule Georg Agricola,Bochum,Not ranked,Mining Engineering,"High school diploma, Mathematics and Physics background",€500 per semester,Minimum GPA 2.5,6.0
Technische Hochschule Georg Agricola,Bochum,Not ranked,Geoinformatics,"Bachelor's degree in related field, Geospatial knowledge",€600 per semester,Minimum GPA 2.8,6.5
Technische Hochschule Georg Agricola,Bochum,Not ranked,Environmental Engineering,"Bachelor's degree in Engineering, Environmental Science background",€550 per semester,Minimum GPA 3.0,6.5
Katholische Hochschule für Sozialwesen Berlin,Berlin,Not ranked,Social Work,"High school diploma, Social Science background",€400 per semester,Minimum GPA 2.0,6.0
Katholische Hochschule für Sozialwesen Berlin,Berlin,Not ranked,Child Welfare,"Bachelor's degree in related field, Child Development knowledge",€450 per semester,Minimum GPA 2.5,6.5
Katholische Hochschule für Sozialwesen Berlin,Berlin,Not ranked,Community Development,"Bachelor's degree in Social Sciences, Community Engagement experience",€500 per semester,Minimum GPA 3.0,6.5
Hochschule für Schauspielkunst Ernst Busch Rostock,Rostock,Not ranked,Acting,"Audition, Performance experience",€600 per semester,N/A,7.0
Hochschule für Schauspielkunst Ernst Busch Rostock,Rostock,Not ranked,Directing,"Bachelor's degree in related field, Directing portfolio",€650 per semester,Minimum GPA 3.0,6.5
Hochschule für Schauspielkunst Ernst Busch Rostock,Rostock,Not ranked,Stage Design,"Bachelor's degree in Design, Artistic skills",€700 per semester,Minimum GPA 3.5,6.5
Pforzheim University,Pforzheim,Not in top rankings,Bachelor in Business Administration,"High school diploma, German Abitur or equivalent, Letter of Motivation, CV, German language proficiency (DSH 2 or TestDaF 4), English proficiency (IELTS 6.0)","€1,500 per semester",Varies,6.0
Pforzheim University,Pforzheim,Not in top rankings,Master in International Management,"Bachelor's degree, GMAT (min. 550), English proficiency (IELTS 6.5), Letter of Motivation, CV, Relevant work experience","€1,500 per semester",Varies,6.5
Pforzheim University,Pforzheim,Not in top rankings,Bachelor in Industrial Engineering,"High school diploma, German Abitur or equivalent, German language proficiency (DSH 2 or TestDaF 4), English proficiency (IELTS 6.0)","€1,500 per semester",Varies,6.0
Pforzheim University,Pforzheim,Not in top rankings,Master in Information Systems,"Bachelor's degree in related field, English proficiency (IELTS 6.5), Letter of Motivation, CV, Relevant work experience","€1,500 per semester",Varies,6.5
Pforzheim University,Pforzheim,Not in top rankings,Bachelor in Creative Direction and Film,"High school diploma, German Abitur or equivalent, Portfolio, German language proficiency (DSH 2 or TestDaF 4), English proficiency (IELTS 6.0)","€1,500 per semester",Varies,6.0
Hochschule Karlsruhe - Technik und Wirtschaft,Karlsruhe,Not in top rankings,Computer Science,"Minimum GPA 2.5, IELTS 6.0","$2,000 per semester",2.5,6.0
Hochschule Karlsruhe - Technik und Wirtschaft,Karlsruhe,Not in top rankings,Business Administration,"Minimum GPA 2.8, IELTS 6.5","$2,500 per semester",2.8,6.5
Hochschule Karlsruhe - Technik und Wirtschaft,Karlsruhe,Not in top rankings,Mechanical Engineering,"Minimum GPA 2.7, IELTS 6.0","$2,200 per semester",2.7,6.0
Hochschule Karlsruhe - Technik und Wirtschaft,Karlsruhe,Not in top rankings,Industrial Design,"Minimum GPA 3.0, IELTS 6.5","$2,300 per semester",3.0,6.5
Hochschule Karlsruhe - Technik und Wirtschaft,Karlsruhe,Not in top rankings,Environmental Engineering,"Minimum GPA 2.5, IELTS 6.0","$2,100 per semester",2.5,6.0
Hochschule Karlsruhe - Technik und Wirtschaft,Karlsruhe,Not in top rankings,Media Technology,"Minimum GPA 2.8, IELTS 6.5","$2,400 per semester",2.8,6.5
Hochschule Karlsruhe - Technik und Wirtschaft,Karlsruhe,Not in top rankings,Civil Engineering,"Minimum GPA 2.7, IELTS 6.0","$2,300 per semester",2.7,6.0
Hochschule Karlsruhe - Technik und Wirtschaft,Karlsruhe,Not in top rankings,Electrical Engineering,"Minimum GPA 2.6, IELTS 6.0","$2,200 per semester",2.6,6.0
Hochschule Karlsruhe - Technik und Wirtschaft,Karlsruhe,Not in top rankings,International Business Management,"Minimum GPA 2.8, IELTS 6.5","$2,500 per semester",2.8,6.5
Hochschule Karlsruhe - Technik und Wirtschaft,Karlsruhe,Not in top rankings,Information Technology,"Minimum GPA 2.5, IELTS 6.0","$2,100 per semester",2.5,6.0
Hochschule für Musik Würzburg,Würzburg,Not ranked,Bachelor of Music Performance,Applicants must pass an entrance exam and audition. High school diploma or equivalent. IELTS 6.0.,"€1,500 per semester",Not specified,6.0
Hochschule für Musik Würzburg,Würzburg,Not ranked,Master of Music Education,Bachelor's degree in music or related field. Entrance exam and interview. IELTS 6.5.,"€1,000 per semester",Minimum GPA 2.5,6.5
Hochschule für Finanzen und Verwaltung,Edenkoben,Not ranked,Bachelor of Public Administration,High school diploma. Entrance exam. IELTS 6.0.,€500 per semester,Not specified,6.0
Hochschule für Finanzen und Verwaltung,Edenkoben,Not ranked,Master of Finance Management,Bachelor's degree in finance or related field. Interview. IELTS 6.5.,€800 per semester,Minimum GPA 2.7,6.5
Hochschule für Gestaltung Offenbach,Offenbach,Not ranked,Bachelor of Fine Arts,Portfolio submission. High school diploma. Interview. IELTS 6.0.,"€1,200 per semester",Not specified,6.0
Hochschule für Gestaltung Offenbach,Offenbach,Not ranked,Master of Design Studies,Bachelor's degree in design or related field. Portfolio submission. IELTS 6.5.,"€1,500 per semester",Minimum GPA 3.0,6.5
University of Applied Sciences Rosenheim,Rosenheim,Not in top rankings,Bachelor in Mechanical Engineering,"High school diploma, Mathematics and Physics background, German language proficiency","€1,500 per semester",Minimum GPA of 2.5,6.0
University of Applied Sciences Rosenheim,Rosenheim,Not in top rankings,Master in Business Administration,"Bachelor's degree in related field, Work experience, German language proficiency","€2,000 per semester",Minimum GPA of 3.0,6.5
University of Applied Sciences Rosenheim,Rosenheim,Not in top rankings,Bachelor in Biotechnology,"High school diploma, Biology and Chemistry background, German language proficiency","€1,800 per semester",Minimum GPA of 2.7,6.0
University of Applied Sciences Rosenheim,Rosenheim,Not in top rankings,Master in Sustainable Energy Systems,"Bachelor's degree in Engineering, Environmental Science background, German language proficiency","€2,200 per semester",Minimum GPA of 3.2,6.5
Hochschule für Technik und Wirtschaft des Saarlandes,Saarbrücken,Not in top rankings,Bachelor in Mechanical Engineering,"High school diploma, Mathematics and Physics background, German language proficiency","€1,500 per semester",Minimum GPA of 2.5,German language proficiency required
Hochschule für Technik und Wirtschaft des Saarlandes,Saarbrücken,Not in top rankings,Master in Business Informatics,"Bachelor's degree in a related field, German language proficiency","€1,000 per semester",Minimum GPA of 2.7,German language proficiency required
Hochschule für Technik und Wirtschaft des Saarlandes,Saarbrücken,Not in top rankings,Bachelor in Electrical Engineering,"High school diploma, Mathematics and Physics background, German language proficiency","€1,500 per semester",Minimum GPA of 2.5,German language proficiency required
