Name,Location,Ranking,ProgramDetails,TuitionFees
Fachhochschule Münster - University of Applied Sciences,Münster,Not in top rankings,Computer Science,"High school diploma, Mathematics proficiency, IELTS 6.0"
Fachhochschule Münster - University of Applied Sciences,Münster,Not in top rankings,Mechanical Engineering,"High school diploma, Physics proficiency, IELTS 6.5"
Fachhochschule Münster - University of Applied Sciences,Münster,Not in top rankings,Business Administration,"High school diploma, Economics background, IELTS 6.0"
Fachhochschule Münster - University of Applied Sciences,Münster,Not in top rankings,Electrical Engineering,"High school diploma, Mathematics proficiency, IELTS 6.5"
Fachhochschule Münster - University of Applied Sciences,Münster,Not in top rankings,Social Work,"High school diploma, Social Sciences background, IELTS 6.0"
University of Applied Sciences and Arts Dortmund,Dortmund,Not in top rankings,Graphic Design,"Portfolio submission, Creative skills assessment, IELTS 6.0"
University of Applied Sciences and Arts Dortmund,Dortmund,Not in top rankings,Industrial Engineering,"High school diploma, Mathematics proficiency, IELTS 6.5"
University of Applied Sciences and Arts Dortmund,Dortmund,Not in top rankings,Media Studies,"High school diploma, Media background, IELTS 6.0"
University of Applied Sciences and Arts Dortmund,Dortmund,Not in top rankings,Urban Planning,"High school diploma, Architecture background, IELTS 6.5"
University of Applied Sciences and Arts Dortmund,Dortmund,Not in top rankings,Applied Linguistics,"High school diploma, Language proficiency, IELTS 6.0"
Hochschule für Katholische Kirchenmusik und Musikpädagogik Rottenburg,Rottenburg,Not in top rankings,Church Music,"High school diploma, Music entrance exam"
Hochschule für Katholische Kirchenmusik und Musikpädagogik Rottenburg,Rottenburg,Not in top rankings,Music Education,"High school diploma, Music entrance exam"
Hochschule für Gestaltung Schwenningen,Schwenningen,Not in top rankings,Graphic Design,"High school diploma, Portfolio review"
Hochschule für Gestaltung Schwenningen,Schwenningen,Not in top rankings,Fashion Design,"High school diploma, Portfolio review"
Fachhochschule Lübeck,Lübeck,Not in top rankings,Bachelor in Mechanical Engineering,"High school diploma, Mathematics and Physics background"
Fachhochschule Lübeck,Lübeck,Not in top rankings,Master in Renewable Energy Systems,Bachelor's degree in Engineering or related field
Fachhochschule Lübeck,Lübeck,Not in top rankings,Bachelor in Media Technology,"High school diploma, interest in media technology"
Hochschule für Öffentliche Verwaltung Bremen,Bremen,Not in top rankings,Public Administration,"Bachelor's degree, GPA 2.5 or higher, IELTS 6.0"
Hochschule für Öffentliche Verwaltung Bremen,Bremen,Not in top rankings,Criminal Justice,"Bachelor's degree, GPA 2.7 or higher, IELTS 6.5"
Hochschule für Öffentliche Verwaltung Bremen,Bremen,Not in top rankings,Social Work,"Bachelor's degree, GPA 2.5 or higher, IELTS 6.0"
Hochschule für Angewandte Wissenschaften Landshut,Landshut,Not in top rankings,Computer Science,"Bachelor's degree, GPA 2.5 or higher, IELTS 6.0"
Hochschule für Angewandte Wissenschaften Landshut,Landshut,Not in top rankings,Renewable Energy Engineering,"Bachelor's degree, GPA 2.7 or higher, IELTS 6.5"
University of Jena,"Jena, Germany",Not in top rankings,Bachelor in Business Administration,"High school diploma, minimum GPA of 3.0"
University of Jena,"Jena, Germany",Not in top rankings,Master in Computer Science,"Bachelor's degree in related field, minimum GPA of 3.2"
University of Jena,"Jena, Germany",Not in top rankings,PhD in Physics,"Master's degree in Physics, research proposal"
University of Applied Sciences Coburg,Coburg,Not in top rankings,Bachelor in Mechanical Engineering,"High school diploma, Math and Physics background, German language proficiency"
University of Applied Sciences Coburg,Coburg,Not in top rankings,Master in International Management,"Bachelor's degree in related field, Work experience, German language proficiency"
University of Applied Sciences Heidelberg,Heidelberg,Non-popular,Bachelor in International Business,"High school diploma, Grade average of at least 2.5 (German system), IELTS 6.0"
University of Applied Sciences Heidelberg,Heidelberg,Non-popular,Master in Computer Science,"Bachelor's degree in a related field, Grade average of at least 2.7 (German system), IELTS 6.5"
University of Applied Sciences Heidelberg,Heidelberg,Non-popular,Bachelor in Tourism Management,"High school diploma, Grade average of at least 2.3 (German system), IELTS 6.0"
University of Applied Sciences Heidelberg,Heidelberg,Non-popular,Master in Renewable Energy Systems,"Bachelor's degree in Engineering, Grade average of at least 2.5 (German system), IELTS 6.5"
Hochschule für öffentliche Verwaltung Bremen,Bremen,Not in top rankings,Public Administration,"Completed secondary education, Good grades in relevant subjects, IELTS 6.0"
Hochschule für öffentliche Verwaltung Bremen,Bremen,Not in top rankings,Safety and Security Management,"Bachelor's degree in a related field, Good grades, IELTS 6.5"
Hochschule für öffentliche Verwaltung Bremen,Bremen,Not in top rankings,Social Work,"Completed secondary education, Relevant work experience, IELTS 6.0"
Hochschule Osnabrück,Osnabrück,Not ranked,Bachelor in International Business,"High school diploma, minimum GPA of 2.5"
Hochschule Osnabrück,Osnabrück,Not ranked,Master in Renewable Energy Systems,"Bachelor's degree in relevant field, minimum GPA of 2.7"
Hochschule Osnabrück,Osnabrück,Not ranked,PhD in Computer Science,"Master's degree in Computer Science, research proposal"
Hochschule Osnabrück,Osnabrück,Not ranked,Bachelor in Mechanical Engineering,"High school diploma, minimum GPA of 2.5"
University of Applied Sciences Ravensburg-Weingarten,Ravensburg-Weingarten,Not in top rankings,Mechanical Engineering,"High school diploma, Mathematics and Physics background, German language proficiency, IELTS 6.0"
University of Applied Sciences Ravensburg-Weingarten,Ravensburg-Weingarten,Not in top rankings,Business Administration,"High school diploma, Economics background, German language proficiency, IELTS 6.0"
University of Applied Sciences Ravensburg-Weingarten,Ravensburg-Weingarten,Not in top rankings,Computer Science,"High school diploma, Mathematics background, Programming skills, German language proficiency, IELTS 6.0"
Niederrhein University of Applied Sciences,Krefeld,Not in top rankings,International Business,"High school diploma, Business-related subjects, English language proficiency, IELTS 6.5"
Niederrhein University of Applied Sciences,Krefeld,Not in top rankings,Textile Engineering,"High school diploma, Physics and Chemistry background, German language proficiency, IELTS 6.0"
Niederrhein University of Applied Sciences,Krefeld,Not in top rankings,Media Design,"High school diploma, Artistic skills portfolio, English language proficiency, IELTS 6.5"
University of Applied Sciences Fulda,Fulda,Not in top rankings,International Business Management,"High school diploma, German language proficiency, IELTS 6.0"
University of Applied Sciences Fulda,Fulda,Not in top rankings,Renewable Energies and Environmental Technology,"Bachelor's degree in relevant field, German language proficiency, IELTS 6.5"
University of Applied Sciences Fulda,Fulda,Not in top rankings,Healthcare Management,"Bachelor's degree in relevant field, German language proficiency, IELTS 6.5"
Hochschule Fulda,Fulda,Not in top rankings,Bachelor in International Business Administration,"Secondary school certificate, minimum GPA 2.5, IELTS 6.0"
Hochschule Fulda,Fulda,Not in top rankings,Master in Applied Computer Science,"Bachelor's degree in Computer Science or related field, GPA 3.0, IELTS 6.5"
Hochschule Fulda,Fulda,Not in top rankings,Bachelor in Tourism Management,"Secondary school certificate, minimum GPA 2.0, IELTS 5.5"
Hochschule Fulda,Fulda,Not in top rankings,Master in Renewable Energy Systems,"Bachelor's degree in Engineering or related field, GPA 2.75, IELTS 6.0"
Hochschule Fulda,Fulda,Not in top rankings,Bachelor in Social Work,"Secondary school certificate, minimum GPA 2.0, IELTS 5.5"
University of Applied Sciences Schmalkalden,Schmalkalden,Not in top rankings,Bachelor in Business Administration,"High school diploma, minimum GPA of 2.5, IELTS 6.0"
University of Applied Sciences Schmalkalden,Schmalkalden,Not in top rankings,Master in Mechanical Engineering,"Bachelor's degree in related field, GPA of 2.7, IELTS 6.5"
University of Applied Sciences Schmalkalden,Schmalkalden,Not in top rankings,Bachelor in Computer Science,"High school diploma, GPA of 2.8, IELTS 6.0"
University of Applied Sciences Schmalkalden,Schmalkalden,Not in top rankings,Master in International Business,"Bachelor's degree, GPA of 3.0, IELTS 6.5"
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Ludwigshafen,Not in top rankings,Bachelor in Business Administration,"High school diploma, Grade average of 2.5 or better, IELTS 6.0"
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Ludwigshafen,Not in top rankings,Master in International Management,"Bachelor's degree, Grade average of 2.8 or better, IELTS 6.5"
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Ludwigshafen,Not in top rankings,Bachelor in Social Work,"High school diploma, Grade average of 2.7 or better, IELTS 6.0"
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Ludwigshafen,Not in top rankings,Master in Marketing,"Bachelor's degree, Grade average of 2.8 or better, IELTS 6.5"
Hochschule Stralsund,"Stralsund, Germany",Not in top rankings,Bachelor in Business Administration,"High school diploma, Grade average of 2.5 or better, IELTS 6.0"
Hochschule Stralsund,"Stralsund, Germany",Not in top rankings,Master in Renewable Energy Systems,"Bachelor's degree in relevant field, Grade average of 2.7 or better, IELTS 6.5"
University of Koblenz-Landau,Koblenz and Landau,Not in top rankings,Bachelor in Environmental Sciences,"High school diploma, GPA of 2.5 or higher, IELTS 6.0"
University of Koblenz-Landau,Koblenz and Landau,Not in top rankings,Master in Economics,"Bachelor's degree in Economics or related field, GPA of 2.7 or higher, IELTS 6.5"
University of Koblenz-Landau,Koblenz and Landau,Not in top rankings,PhD in Cultural Studies,"Master's degree in Cultural Studies or related field, research proposal, IELTS 7.0"
University of Applied Sciences Kehl,Kehl,Not in top rankings,Bachelor in Public Administration,"High school diploma, minimum GPA 2.5"
University of Applied Sciences Kehl,Kehl,Not in top rankings,Master in European Public Administration,"Bachelor's degree, minimum GPA 2.7"
University of Applied Sciences Kehl,Kehl,Not in top rankings,Bachelor in Business Administration,"High school diploma, minimum GPA 2.5"
University of Würzburg-Schweinfurt,Würzburg,Not in top rankings,Computer Science,"High school diploma, Mathematics background, German language proficiency"
University of Würzburg-Schweinfurt,Würzburg,Not in top rankings,Mechanical Engineering,"High school diploma, Physics background, German language proficiency"
"Hochschule für Wirtschaft, Technik und Kultur (HWTK)",Berlin,Not in top rankings,Bachelor in Business Administration,"High School Diploma, B2 level in German, IELTS 6.0"
"Hochschule für Wirtschaft, Technik und Kultur (HWTK)",Berlin,Not in top rankings,Master in International Management,"Bachelor's degree, B2 level in German, IELTS 6.5"
Hochschule für Finanzwirtschaft & Management,Frankfurt,Not in top rankings,Bachelor in Finance,"High School Diploma, B2 level in German, IELTS 6.0"
Hochschule für Finanzwirtschaft & Management,Frankfurt,Not in top rankings,Master in Management,"Bachelor's degree, B2 level in German, IELTS 6.5"
Hochschule Macromedia,Munich,Not in top rankings,Bachelor in Media Management,"High School Diploma, B2 level in German, IELTS 6.0"
Hochschule Macromedia,Munich,Not in top rankings,Master in Design Management,"Bachelor's degree, B2 level in German, IELTS 6.5"
Fachhochschule Flensburg,"Flensburg, Germany",Not in top rankings,Bachelor in Business Administration,"High school diploma, grades equivalent to German Abitur, IELTS 6.0"
Fachhochschule Flensburg,"Flensburg, Germany",Not in top rankings,Master in Renewable Energy Systems,"Bachelor's degree in relevant field, IELTS 6.5"
Fachhochschule Flensburg,"Flensburg, Germany",Not in top rankings,Bachelor in Mechanical Engineering,"High school diploma, grades equivalent to German Abitur, IELTS 6.0"
HAWK University of Applied Sciences and Arts,Hildesheim,Not in top rankings,Bachelor of Business Administration,"High school diploma, minimum GPA of 2.5, IELTS 6.0"
HAWK University of Applied Sciences and Arts,Hildesheim,Not in top rankings,Master of Engineering in Renewable Energies,"Bachelor's degree in relevant field, GPA 2.7, IELTS 6.5"
Hochschule Reutlingen,Reutlingen,Not in top rankings,International Business Management,"Grade: Abitur or equivalent with minimum grade of 2.5, IELTS: 6.0"
Hochschule Reutlingen,Reutlingen,Not in top rankings,Mechanical Engineering,"Grade: Abitur or equivalent with minimum grade of 2.8, IELTS: 6.5"
Hochschule Reutlingen,Reutlingen,Not in top rankings,International Tourism Management,"Grade: Abitur or equivalent with minimum grade of 3.0, IELTS: 6.5"
Hochschule Reutlingen,Reutlingen,Not in top rankings,Computer Science,"Grade: Abitur or equivalent with minimum grade of 2.7, IELTS: 6.0"
University of Applied Sciences Ansbach,Ansbach,Not in top rankings,Bachelor in International Business,"High school diploma, GPA 2.5 or higher, IELTS 6.0"
University of Applied Sciences Ansbach,Ansbach,Not in top rankings,Master in Renewable Energy Systems,"Bachelor's degree in related field, GPA 3.0 or higher, IELTS 6.5"
